pnr,train_number,train_name,train_type,priority,origin_code,origin_name,dest_code,dest_name,route_len_stations,route_station_codes,route_block_ids,route_block_distances_km,total_distance_km,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,dep_delay_min,arr_delay_min,current_location,distance_remaining_km,estimated_avg_speed_kmph,occupied_blocks,origin_platforms,dest_platforms,origin_tracks,dest_tracks,origin_electrified,dest_electrified,loco_type,max_permissible_speed_kmph,headway_min,rake_id,crew_id,maintenance_due,reservation_load_pct,coach_composition,estimated_total_seats,status,canceled,generated_timestamp
3055315721,55891,Rajdhani Express 55891,Rajdhani Express,2,SBC,Bengaluru,JP,Jaipur,10,SBC|NGP|SUR|NZM|MFP|BCT|JP|NDLS|BBS|JP,SBC_NGP_7253;NGP_SUR_1837;SUR_NZM_4364;NZM_MFP_9736;MFP_BCT_8562;BCT_JP_6367;JP_NDLS_5953;NDLS_BBS_7456;BBS_JP_1371,122;243;246;231;298;77;197;82;97,1593,2025-09-30 23:58,2025-10-01 19:16,2025-10-01 00:02,2025-10-01 19:55,4,39,between_JP_NDLS_5953,1535,129,NGP_SUR_1837|JP_NDLS_5953|SBC_NGP_7253,10,12,2,7,True,True,Diesel,99,7,RAKE_4403,CRW_74611,False,91.4,"{'3A': 8, 'SL': 10, '2A': 2}",1392,At Station,False,2025-09-09 18:05:31
2128838016,91170,Tejas Express 91170,Tejas Express,2,BPL,Bhopal Junction,PRYJ,Prayagraj,4,BPL|HWH|VSKP|PRYJ,BPL_HWH_4416;HWH_VSKP_941;VSKP_PRYJ_9296,100;70;142,312,2025-09-30 21:24,2025-10-01 01:31,2025-09-30 21:45,2025-10-01 02:13,21,42,BPL,231,125,BPL_HWH_4416|VSKP_PRYJ_9296,10,1,3,2,False,False,Electric,157,5,RAKE_4656,CRW_23854,False,95.6,"{'1A': 1, '2A': 4, '3A': 8}",1224,Upcoming,False,2025-09-12 18:05:31
2358681878,86301,Goods 86301,Goods,1,KYN,Kalyan,CBE,Coimbatore,10,KYN|BBS|JP|NZM|HYB|MFP|CBE|NGP|ASR|CBE,KYN_BBS_1725;BBS_JP_4554;JP_NZM_3420;NZM_HYB_6458;HYB_MFP_2169;MFP_CBE_7337;CBE_NGP_7384;NGP_ASR_6283;ASR_CBE_8849,150;152;134;155;208;204;198;178;108,1487,2025-09-30 00:24,2025-09-30 16:23,2025-09-30 00:37,2025-09-30 16:29,13,6,between_NGP_ASR_6283,1044,104,CBE_NGP_7384,1,5,2,3,True,True,Electric,136,4,RAKE_7693,CRW_38685,False,65.3,"{'3A': 8, 'SL': 10, '2A': 2}",1296,Upcoming,False,2025-09-11 18:05:31
3253029919,64753,Freight 64753,Freight,2,BBS,Bhubaneswar,VSKP,Visakhapatnam,5,BBS|KYN|NZM|PURI|VSKP,BBS_KYN_6508;KYN_NZM_8939;NZM_PURI_2349;PURI_VSKP_7128,109;256;169;249,783,2025-09-30 18:47,2025-10-01 04:50,2025-09-30 18:46,2025-10-01 05:06,-1,16,between_NZM_PURI_2349,61,80,PURI_VSKP_7128|NZM_PURI_2349,11,11,5,8,False,True,Electric,97,4,RAKE_4094,CRW_29505,False,56.5,"{'3A': 6, 'SL': 12}",786,Cancelled,False,2025-09-11 18:05:31
7312359703,25011,Tejas Express 25011,Tejas Express,2,SUR,Surat,PRYJ,Prayagraj,10,SUR|LKO|KYN|CBE|SBC|MAS|PRYJ|MFP|BBS|PRYJ,SUR_LKO_4715;LKO_KYN_116;KYN_CBE_2803;CBE_SBC_2775;SBC_MAS_4045;MAS_PRYJ_8176;PRYJ_MFP_5423;MFP_BBS_2620;BBS_PRYJ_6824,120;265;297;169;205;62;284;120;228,1750,2025-09-30 09:30,2025-10-01 16:22,2025-09-30 09:57,2025-10-01 16:55,27,33,between_PRYJ_MFP_5423,332,74,SBC_MAS_4045|SUR_LKO_4715|MAS_PRYJ_8176|MFP_BBS_2620,9,11,5,7,False,False,Diesel,153,5,RAKE_5243,CRW_61237,False,37.6,"{'3A': 8, 'SL': 10, '2A': 2}",1008,At Station,False,2025-09-09 18:05:31
9379169172,71674,Tejas Express 71674,Tejas Express,5,BCT,Mumbai CSMT,CNB,Kanpur Central,12,BCT|BBS|HWH|BPL|SUR|PURI|KYN|CNB|MAS|LKO|SBC|CNB,BCT_BBS_3503;BBS_HWH_1098;HWH_BPL_6092;BPL_SUR_9906;SUR_PURI_7232;PURI_KYN_2283;KYN_CNB_3979;CNB_MAS_4452;MAS_LKO_1915;LKO_SBC_7102;SBC_CNB_9069,294;293;209;263;71;141;219;170;126;138;152,2076,2025-09-30 01:44,2025-09-30 22:35,2025-09-30 02:10,2025-09-30 22:57,26,22,BCT,1067,118,BCT_BBS_3503,10,10,8,7,True,False,Diesel,136,9,RAKE_3681,CRW_87177,True,22.8,"{'EC': 2, 'CC': 10}",1392,Cancelled,False,2025-09-15 18:05:31
6930975345,98603,Vande Bharat Express 98603,Vande Bharat Express,5,TVC,Trivandrum Central,ASR,Amritsar,9,TVC|MAS|NDLS|HWH|HYB|NGP|BBS|ASR|ASR,TVC_MAS_4222;MAS_NDLS_7329;NDLS_HWH_854;HWH_HYB_9426;HYB_NGP_3673;NGP_BBS_3033;BBS_ASR_2884;ASR_ASR_1827,134;78;144;85;254;161;141;107,1104,2025-09-30 09:36,2025-10-01 00:36,2025-09-30 09:41,2025-10-01 00:40,5,4,between_ASR_ASR_1827,427,82,HWH_HYB_9426|TVC_MAS_4222,5,3,6,8,False,False,Diesel,131,6,RAKE_6315,CRW_44704,True,71.8,"{'3A': 8, 'SL': 10, '2A': 2}",1392,Cancelled,False,2025-09-13 18:05:31
3915427135,41459,Duronto Express 41459,Duronto Express,4,VSKP,Visakhapatnam,CNB,Kanpur Central,5,VSKP|PRYJ|LKO|BPL|CNB,VSKP_PRYJ_7475;PRYJ_LKO_8270;LKO_BPL_8318;BPL_CNB_3084,175;206;182;144,707,2025-09-30 17:46,2025-10-01 07:06,2025-09-30 18:16,2025-10-01 08:01,30,55,LKO,587,115,BPL_CNB_3084,5,12,6,8,False,True,Diesel,134,4,RAKE_6440,CRW_23296,True,45.3,"{'CC': 10, 'EC': 2}",1008,At Station,False,2025-09-10 18:05:31
8161336080,24636,Rajdhani Express 24636,Rajdhani Express,5,BPL,Bhopal Junction,KYN,Kalyan,9,BPL|PURI|NGP|MFP|HWH|TVC|SBC|BBS|KYN,BPL_PURI_4695;PURI_NGP_5978;NGP_MFP_1032;MFP_HWH_8639;HWH_TVC_8433;TVC_SBC_3193;SBC_BBS_6906;BBS_KYN_4481,152;86;140;64;108;126;201;287,1164,2025-09-30 21:26,2025-10-01 11:29,2025-09-30 21:26,2025-10-01 12:02,0,33,NGP,912,123,SBC_BBS_6906|BBS_KYN_4481|TVC_SBC_3193,11,11,8,3,True,False,Electric,111,3,RAKE_2337,CRW_92531,True,67.6,"{'SL': 8, '2S': 6}",1008,Upcoming,False,2025-09-11 18:05:31
1974268103,58112,Shatabdi Express 58112,Shatabdi Express,4,MAS,Chennai Central,ASR,Amritsar,4,MAS|SBC|LKO|ASR,MAS_SBC_5343;SBC_LKO_9307;LKO_ASR_1549,229;63;92,384,2025-09-30 02:24,2025-09-30 09:06,2025-09-30 02:19,2025-09-30 09:39,-5,33,between_LKO_ASR_1549,304,82,SBC_LKO_9307,4,5,8,3,True,True,Electric,134,10,RAKE_4624,CRW_57773,False,11.6,"{'CC': 8, 'EC': 1}",1296,At Station,False,2025-09-14 18:05:31
0576314324,20682,Shatabdi Express 20682,Shatabdi Express,3,LKO,Lucknow,GHY,Guwahati,8,LKO|JP|MFP|SUR|NGP|VSKP|MDU|GHY,LKO_JP_4466;JP_MFP_7338;MFP_SUR_4306;SUR_NGP_7275;NGP_VSKP_1161;VSKP_MDU_8710;MDU_GHY_9428,229;81;96;76;218;249;133,1082,2025-09-30 05:24,2025-09-30 20:18,2025-09-30 05:35,2025-09-30 20:50,11,32,between_JP_MFP_7338,1001,65,NGP_VSKP_1161|LKO_JP_4466,3,3,8,5,True,True,Diesel,140,9,RAKE_7199,CRW_36971,True,76.2,"{'3A': 8, 'SL': 10, '2A': 2}",1392,At Station,False,2025-09-09 18:05:31
6328104788,38450,Freight 38450,Freight,2,MFP,Mangalore,KYN,Kalyan,8,MFP|BCT|SUR|CBE|ASR|LKO|JP|KYN,MFP_BCT_7951;BCT_SUR_9306;SUR_CBE_5143;CBE_ASR_4915;ASR_LKO_7564;LKO_JP_2531;JP_KYN_1521,50;216;147;270;101;208;189,1181,2025-09-30 12:03,2025-10-01 11:20,2025-09-30 12:13,2025-10-01 12:09,10,49,LKO,332,86,LKO_JP_2531|BCT_SUR_9306|JP_KYN_1521|ASR_LKO_7564,6,1,5,3,False,False,Diesel,112,4,RAKE_4203,CRW_60154,True,32.6,"{'CC': 8, 'EC': 1}",786,Upcoming,False,2025-09-15 18:05:31
0063594721,17970,Shatabdi Express 17970,Shatabdi Express,1,JP,Jaipur,NGP,Nagpur,4,JP|CNB|BCT|NGP,JP_CNB_7918;CNB_BCT_3051;BCT_NGP_7909,169;212;106,487,2025-09-30 11:33,2025-09-30 17:08,2025-09-30 11:58,2025-09-30 18:10,25,62,between_CNB_BCT_3051,341,89,CNB_BCT_3051|JP_CNB_7918,7,3,8,2,False,False,Diesel,149,8,RAKE_3788,CRW_35496,False,82.7,"{'3A': 6, 'SL': 12}",1296,Completed,False,2025-09-15 18:05:31
1551827095,90585,Duronto Express 90585,Duronto Express,2,LKO,Lucknow,TVC,Trivandrum Central,12,LKO|JP|SBC|MFP|NZM|BPL|PURI|VSKP|MDU|BBS|CNB|TVC,LKO_JP_8788;JP_SBC_3500;SBC_MFP_7267;MFP_NZM_9970;NZM_BPL_7051;BPL_PURI_8499;PURI_VSKP_7952;VSKP_MDU_8732;MDU_BBS_4966;BBS_CNB_9717;CNB_TVC_3003,151;297;152;227;145;208;110;281;73;67;268,1979,2025-09-30 02:06,2025-10-01 04:07,2025-09-30 02:01,2025-10-01 04:06,-5,-1,BBS,814,93,SBC_MFP_7267|CNB_TVC_3003,10,6,5,6,False,True,Diesel,150,3,RAKE_6420,CRW_68476,False,21.6,"{'3A': 6, 'SL': 12}",816,Running,False,2025-09-11 18:05:31
0620280896,72371,Passenger 72371,Passenger,2,HWH,Howrah,CBE,Coimbatore,10,HWH|PRYJ|JP|TVC|NGP|NDLS|PURI|KYN|SBC|CBE,HWH_PRYJ_7380;PRYJ_JP_2705;JP_TVC_7283;TVC_NGP_9272;NGP_NDLS_9218;NDLS_PURI_6119;PURI_KYN_6240;KYN_SBC_306;SBC_CBE_3243,166;60;265;219;289;206;178;100;86,1569,2025-09-30 19:54,2025-10-01 12:56,2025-09-30 20:20,2025-10-01 14:01,26,65,between_JP_TVC_7283,711,87,TVC_NGP_9272,1,11,8,3,True,True,Diesel,141,7,RAKE_8972,CRW_30000,False,42.7,"{'2A': 6, '3A': 10}",1224,Cancelled,False,2025-09-15 18:05:31
9767603707,98748,Duronto Express 98748,Duronto Express,2,HWH,Howrah,TVC,Trivandrum Central,6,HWH|VSKP|BPL|NDLS|NGP|TVC,HWH_VSKP_1325;VSKP_BPL_5100;BPL_NDLS_1577;NDLS_NGP_4226;NGP_TVC_8638,65;136;193;183;270,847,2025-09-30 02:43,2025-09-30 12:59,2025-09-30 02:40,2025-09-30 13:12,-3,13,between_HWH_VSKP_1325,60,67,HWH_VSKP_1325|VSKP_BPL_5100|BPL_NDLS_1577,6,8,5,5,True,True,Diesel,117,6,RAKE_6823,CRW_27626,False,49.3,"{'2A': 6, '3A': 10}",624,Cancelled,False,2025-09-15 18:05:31
0511850922,13477,Superfast Express 13477,Superfast Express,5,VSKP,Visakhapatnam,PURI,Puri,6,VSKP|SUR|HYB|KYN|TVC|PURI,VSKP_SUR_1627;SUR_HYB_4718;HYB_KYN_1188;KYN_TVC_8645;TVC_PURI_3329,54;249;153;230;268,954,2025-09-30 17:55,2025-10-01 03:40,2025-09-30 18:24,2025-10-01 04:08,29,28,between_TVC_PURI_3329,787,81,SUR_HYB_4718|VSKP_SUR_1627|TVC_PURI_3329,4,1,5,5,True,False,Diesel,111,4,RAKE_5519,CRW_53557,True,14.2,"{'3A': 6, 'SL': 12}",1296,Upcoming,False,2025-09-12 18:05:31
8154254228,95349,Mail/Express 95349,Mail/Express,4,VSKP,Visakhapatnam,MFP,Mangalore,4,VSKP|KYN|JP|MFP,VSKP_KYN_2861;KYN_JP_3460;JP_MFP_432,124;182;72,378,2025-09-30 02:34,2025-09-30 09:23,2025-09-30 02:52,2025-09-30 10:03,18,40,KYN,187,83,VSKP_KYN_2861|JP_MFP_432,10,12,5,2,True,False,Electric,135,3,RAKE_6533,CRW_22178,True,8.3,"{'1A': 1, '2A': 4, '3A': 8}",1392,At Station,False,2025-09-13 18:05:31
6646573637,88081,Superfast Express 88081,Superfast Express,5,NDLS,New Delhi,MFP,Mangalore,8,NDLS|JP|GHY|LKO|CBE|CNB|BCT|MFP,NDLS_JP_9156;JP_GHY_3741;GHY_LKO_2553;LKO_CBE_9690;CBE_CNB_7434;CNB_BCT_2745;BCT_MFP_1992,138;60;133;217;203;171;229,1151,2025-09-30 11:21,2025-10-01 10:09,2025-09-30 11:45,2025-10-01 10:25,24,16,between_JP_GHY_3741,1099,124,JP_GHY_3741|BCT_MFP_1992,6,5,7,7,False,False,Electric,126,4,RAKE_1707,CRW_27839,True,18.7,"{'CC': 10, 'EC': 2}",786,Cancelled,False,2025-09-14 18:05:31
3433060077,47271,Tejas Express 47271,Tejas Express,4,MFP,Mangalore,SUR,Surat,4,MFP|MDU|HYB|SUR,MFP_MDU_1459;MDU_HYB_2927;HYB_SUR_7245,213;112;265,590,2025-09-30 16:01,2025-09-30 23:56,2025-09-30 16:13,2025-10-01 00:45,12,49,MFP,495,60,HYB_SUR_7245|MDU_HYB_2927|MFP_MDU_1459,11,11,5,4,True,False,Diesel,116,10,RAKE_4619,CRW_44194,True,21.5,"{'2A': 6, '3A': 10}",1296,Running,False,2025-09-13 18:05:31
6185353887,37216,Goods 37216,Goods,2,MDU,Madurai,JP,Jaipur,7,MDU|NZM|HYB|MAS|MFP|NDLS|JP,MDU_NZM_7322;NZM_HYB_4058;HYB_MAS_9552;MAS_MFP_3680;MFP_NDLS_7240;NDLS_JP_8687,205;270;62;205;295;299,1336,2025-09-30 05:03,2025-09-30 20:44,2025-09-30 05:08,2025-09-30 21:19,5,35,between_NZM_HYB_4058,31,91,MDU_NZM_7322|NDLS_JP_8687|MFP_NDLS_7240,11,8,4,8,False,False,Electric,120,5,RAKE_9183,CRW_81623,True,18.7,"{'3A': 8, 'SL': 10, '2A': 2}",1296,At Station,False,2025-09-08 18:05:31
6185782095,33559,Tejas Express 33559,Tejas Express,4,BPL,Bhopal Junction,NZM,Hazrat Nizamuddin,6,BPL|MFP|BCT|TVC|KYN|NZM,BPL_MFP_1545;MFP_BCT_1607;BCT_TVC_4127;TVC_KYN_6943;KYN_NZM_8273,51;227;150;250;236,914,2025-09-30 15:17,2025-10-01 00:26,2025-09-30 15:17,2025-10-01 00:58,0,32,TVC,788,67,KYN_NZM_8273,1,2,2,4,False,True,Electric,105,8,RAKE_7854,CRW_43670,True,48.7,"{'CC': 10, 'EC': 2}",816,Upcoming,False,2025-09-15 18:05:31
9045061462,20045,Shatabdi Express 20045,Shatabdi Express,5,MFP,Mangalore,ASR,Amritsar,7,MFP|CNB|CBE|MDU|BBS|MAS|ASR,MFP_CNB_5164;CNB_CBE_115;CBE_MDU_6135;MDU_BBS_5226;BBS_MAS_9460;MAS_ASR_4933,178;278;74;258;268;81,1137,2025-09-30 18:45,2025-10-01 09:14,2025-09-30 18:56,2025-10-01 09:53,11,39,between_MFP_CNB_5164,356,109,MFP_CNB_5164,9,12,8,3,False,True,Diesel,119,4,RAKE_7945,CRW_24197,False,71.0,"{'1A': 1, '2A': 4, '3A': 8}",1392,Running,False,2025-09-15 18:05:31
3592655554,38919,Rajdhani Express 38919,Rajdhani Express,4,BPL,Bhopal Junction,SUR,Surat,4,BPL|JP|NDLS|SUR,BPL_JP_4164;JP_NDLS_4032;NDLS_SUR_9047,144;102;104,350,2025-09-30 22:05,2025-10-01 02:19,2025-09-30 22:13,2025-10-01 02:56,8,37,between_BPL_JP_4164,185,77,JP_NDLS_4032,8,4,4,7,True,False,Electric,101,9,RAKE_1636,CRW_91236,True,94.1,"{'3A': 8, 'SL': 10, '2A': 2}",1392,Upcoming,False,2025-09-10 18:05:31
0792552429,89490,Mail/Express 89490,Mail/Express,1,VSKP,Visakhapatnam,BPL,Bhopal Junction,8,VSKP|PRYJ|NDLS|TVC|ASR|MFP|GHY|BPL,VSKP_PRYJ_1230;PRYJ_NDLS_7485;NDLS_TVC_6833;TVC_ASR_8391;ASR_MFP_420;MFP_GHY_8536;GHY_BPL_160,141;162;220;175;211;113;82,1104,2025-09-30 03:27,2025-09-30 16:40,2025-09-30 03:39,2025-09-30 16:56,12,16,MFP,498,61,NDLS_TVC_6833|VSKP_PRYJ_1230|PRYJ_NDLS_7485|GHY_BPL_160,12,5,2,6,True,True,Electric,92,3,RAKE_8219,CRW_84874,False,79.3,"{'2A': 6, '3A': 10}",1392,Upcoming,False,2025-09-09 18:05:31
3657363365,20170,Superfast Express 20170,Superfast Express,2,TVC,Trivandrum Central,KYN,Kalyan,6,TVC|MAS|JP|CBE|NZM|KYN,TVC_MAS_4995;MAS_JP_8702;JP_CBE_7921;CBE_NZM_8529;NZM_KYN_8727,158;268;155;189;177,947,2025-09-30 00:27,2025-09-30 11:29,2025-09-30 00:28,2025-09-30 11:21,1,-8,CBE,930,122,NZM_KYN_8727,3,8,2,4,False,False,Diesel,90,9,RAKE_8432,CRW_93200,True,82.9,"{'SL': 8, '2S': 6}",786,Cancelled,False,2025-09-08 18:05:31
2651179539,88226,Passenger 88226,Passenger,1,KYN,Kalyan,MDU,Madurai,4,KYN|NZM|NDLS|MDU,KYN_NZM_3824;NZM_NDLS_9244;NDLS_MDU_6857,291;206;53,550,2025-09-30 02:55,2025-09-30 11:21,2025-09-30 03:02,2025-09-30 11:51,7,30,between_KYN_NZM_3824,70,80,KYN_NZM_3824|NZM_NDLS_9244,7,7,5,7,True,False,Diesel,111,5,RAKE_8232,CRW_77796,True,34.8,"{'CC': 8, 'EC': 1}",624,Running,False,2025-09-11 18:05:31
8153794654,74003,Mail/Express 74003,Mail/Express,5,GHY,Guwahati,KYN,Kalyan,5,GHY|SUR|PURI|CNB|KYN,GHY_SUR_8044;SUR_PURI_6454;PURI_CNB_915;CNB_KYN_6773,191;96;258;107,652,2025-09-30 04:58,2025-09-30 12:19,2025-09-30 05:16,2025-09-30 12:56,18,37,between_PURI_CNB_915,500,74,PURI_CNB_915|SUR_PURI_6454|CNB_KYN_6773|GHY_SUR_8044,12,7,4,2,True,False,Diesel,107,5,RAKE_9204,CRW_63036,True,45.1,"{'CC': 10, 'EC': 2}",624,Running,False,2025-09-10 18:05:31
3404615811,75317,Tejas Express 75317,Tejas Express,2,SBC,Bengaluru,BCT,Mumbai CSMT,12,SBC|NDLS|LKO|TVC|MAS|BPL|PURI|JP|CNB|HYB|PRYJ|BCT,SBC_NDLS_4078;NDLS_LKO_5455;LKO_TVC_1533;TVC_MAS_4252;MAS_BPL_7653;BPL_PURI_9079;PURI_JP_672;JP_CNB_5390;CNB_HYB_4981;HYB_PRYJ_120;PRYJ_BCT_4021,235;168;126;240;131;204;203;278;276;228;221,2310,2025-09-30 11:00,2025-10-01 22:45,2025-09-30 11:29,2025-10-01 23:31,29,46,PURI,2174,106,CNB_HYB_4981|JP_CNB_5390,8,1,5,5,True,False,Electric,151,9,RAKE_2598,CRW_48333,False,17.9,"{'SL': 8, '2S': 6}",1008,Running,False,2025-09-13 18:05:31
2244240714,66162,Superfast Express 66162,Superfast Express,5,HYB,Hyderabad,MFP,Mangalore,10,HYB|GHY|SBC|NDLS|JP|VSKP|PRYJ|HWH|BPL|MFP,HYB_GHY_9911;GHY_SBC_3702;SBC_NDLS_9319;NDLS_JP_371;JP_VSKP_1131;VSKP_PRYJ_3162;PRYJ_HWH_2521;HWH_BPL_4976;BPL_MFP_3486,216;86;106;111;80;119;216;99;295,1328,2025-09-30 12:40,2025-10-01 12:21,2025-09-30 12:59,2025-10-01 12:45,19,24,between_JP_VSKP_1131,227,104,HYB_GHY_9911|NDLS_JP_371,8,5,6,7,False,False,Electric,134,7,RAKE_3012,CRW_85162,False,68.9,"{'2A': 6, '3A': 10}",786,Upcoming,False,2025-09-10 18:05:31
5171998219,85219,Rajdhani Express 85219,Rajdhani Express,5,BBS,Bhubaneswar,MDU,Madurai,11,BBS|PRYJ|HYB|VSKP|JP|NDLS|ASR|CNB|KYN|HWH|MDU,BBS_PRYJ_1946;PRYJ_HYB_6281;HYB_VSKP_3371;VSKP_JP_9610;JP_NDLS_6355;NDLS_ASR_8083;ASR_CNB_2425;CNB_KYN_4200;KYN_HWH_502;HWH_MDU_9659,153;272;110;227;94;148;66;76;125;67,1338,2025-09-30 02:48,2025-10-01 04:17,2025-09-30 02:49,2025-10-01 04:21,1,4,between_ASR_CNB_2425,875,74,KYN_HWH_502|CNB_KYN_4200|VSKP_JP_9610,1,1,5,5,True,True,Electric,137,7,RAKE_4302,CRW_40252,True,76.1,"{'3A': 6, 'SL': 12}",786,Completed,False,2025-09-10 18:05:31
7086359914,29014,Freight 29014,Freight,3,LKO,Lucknow,BBS,Bhubaneswar,6,LKO|NGP|MFP|JP|HYB|BBS,LKO_NGP_4250;NGP_MFP_5388;MFP_JP_8181;JP_HYB_5103;HYB_BBS_9031,134;184;68;220;55,661,2025-09-30 16:54,2025-10-01 03:34,2025-09-30 16:58,2025-10-01 03:39,4,5,between_MFP_JP_8181,371,80,MFP_JP_8181|NGP_MFP_5388|LKO_NGP_4250,11,6,5,2,False,False,Diesel,138,10,RAKE_8738,CRW_64924,True,66.2,"{'3A': 6, 'SL': 12}",624,Cancelled,False,2025-09-08 18:05:31
2069720353,95097,Passenger 95097,Passenger,5,NZM,Hazrat Nizamuddin,LKO,Lucknow,10,NZM|KYN|NGP|HYB|HWH|MFP|CBE|PRYJ|SBC|LKO,NZM_KYN_3897;KYN_NGP_906;NGP_HYB_8032;HYB_HWH_9548;HWH_MFP_7546;MFP_CBE_2322;CBE_PRYJ_4003;PRYJ_SBC_1159;SBC_LKO_7858,297;217;281;61;277;298;149;283;281,2144,2025-09-30 06:30,2025-10-01 15:15,2025-09-30 06:55,2025-10-01 15:53,25,38,between_CBE_PRYJ_4003,551,72,MFP_CBE_2322|HYB_HWH_9548,6,5,4,8,False,False,Electric,105,9,RAKE_6891,CRW_91484,False,5.4,"{'CC': 10, 'EC': 2}",1296,Running,False,2025-09-12 18:05:31
2707093812,61004,Passenger 61004,Passenger,4,BCT,Mumbai CSMT,CBE,Coimbatore,5,BCT|SBC|NGP|BBS|CBE,BCT_SBC_895;SBC_NGP_2882;NGP_BBS_9525;BBS_CBE_9737,282;254;218;163,917,2025-09-30 23:51,2025-10-01 09:36,2025-10-01 00:16,2025-10-01 09:51,25,15,between_SBC_NGP_2882,328,100,NGP_BBS_9525,2,6,6,4,True,False,Electric,120,7,RAKE_3884,CRW_77618,False,30.9,"{'SL': 8, '2S': 6}",1392,Cancelled,False,2025-09-08 18:05:31
1071102431,84131,Passenger 84131,Passenger,5,HWH,Howrah,MDU,Madurai,12,HWH|VSKP|GHY|NZM|TVC|KYN|HYB|JP|MFP|LKO|MAS|MDU,HWH_VSKP_7658;VSKP_GHY_4250;GHY_NZM_498;NZM_TVC_6212;TVC_KYN_2697;KYN_HYB_6202;HYB_JP_1533;JP_MFP_2697;MFP_LKO_4716;LKO_MAS_9557;MAS_MDU_9240,83;293;121;97;287;139;55;278;63;109;72,1597,2025-09-30 21:50,2025-10-01 21:27,2025-09-30 22:20,2025-10-01 22:06,30,39,HYB,930,70,KYN_HYB_6202|LKO_MAS_9557,5,8,2,5,False,False,Diesel,139,6,RAKE_8833,CRW_22145,True,99.5,"{'2A': 6, '3A': 10}",1008,Completed,False,2025-09-08 18:05:31
8342491071,91938,Freight 91938,Freight,5,CBE,Coimbatore,KYN,Kalyan,7,CBE|MDU|SBC|NZM|CNB|LKO|KYN,CBE_MDU_9908;MDU_SBC_4019;SBC_NZM_8005;NZM_CNB_9301;CNB_LKO_2215;LKO_KYN_930,198;68;114;279;79;89,827,2025-09-30 18:58,2025-10-01 04:00,2025-09-30 19:24,2025-10-01 05:01,26,61,between_CBE_MDU_9908,391,74,LKO_KYN_930,2,9,3,3,False,False,Electric,140,9,RAKE_5583,CRW_80465,True,57.9,"{'3A': 8, 'SL': 10, '2A': 2}",1392,Running,False,2025-09-13 18:05:31
9903452792,51975,Duronto Express 51975,Duronto Express,1,HWH,Howrah,PURI,Puri,10,HWH|PRYJ|NGP|LKO|PURI|NZM|BBS|NDLS|JP|PURI,HWH_PRYJ_6557;PRYJ_NGP_4887;NGP_LKO_4217;LKO_PURI_4289;PURI_NZM_4050;NZM_BBS_5724;BBS_NDLS_9825;NDLS_JP_1833;JP_PURI_8534,165;232;67;93;108;286;99;286;212,1548,2025-09-30 07:53,2025-10-01 05:41,2025-09-30 08:18,2025-10-01 06:29,25,48,between_PURI_NZM_4050,665,83,NGP_LKO_4217|NZM_BBS_5724|HWH_PRYJ_6557|BBS_NDLS_9825,10,5,8,5,True,True,Diesel,110,7,RAKE_9805,CRW_87244,False,38.5,"{'3A': 8, 'SL': 10, '2A': 2}",786,Cancelled,False,2025-09-11 18:05:31
1207359373,20739,Superfast Express 20739,Superfast Express,2,VSKP,Visakhapatnam,MFP,Mangalore,6,VSKP|BBS|GHY|PRYJ|MFP|MFP,VSKP_BBS_2210;BBS_GHY_3515;GHY_PRYJ_7208;PRYJ_MFP_9796;MFP_MFP_5067,181;216;122;53;119,691,2025-09-30 23:54,2025-10-01 07:19,2025-10-01 00:18,2025-10-01 07:59,24,40,PRYJ,331,87,BBS_GHY_3515|GHY_PRYJ_7208|PRYJ_MFP_9796,4,6,5,7,True,True,Diesel,101,3,RAKE_4144,CRW_54256,False,9.4,"{'EC': 2, 'CC': 10}",1008,Completed,False,2025-09-14 18:05:31
0002679007,33366,Goods 33366,Goods,2,CBE,Coimbatore,MDU,Madurai,8,CBE|HWH|SBC|HYB|CNB|SUR|BPL|MDU,CBE_HWH_2415;HWH_SBC_9185;SBC_HYB_4727;HYB_CNB_1090;CNB_SUR_7139;SUR_BPL_5903;BPL_MDU_3285,81;257;256;189;115;253;223,1374,2025-09-30 13:49,2025-10-01 13:06,2025-09-30 13:47,2025-10-01 13:26,-2,20,between_SBC_HYB_4727,519,116,BPL_MDU_3285|HYB_CNB_1090|SUR_BPL_5903|SBC_HYB_4727,8,6,6,5,True,False,Electric,134,9,RAKE_1294,CRW_16173,True,94.1,"{'3A': 6, 'SL': 12}",786,Running,False,2025-09-13 18:05:31
0839981258,26550,Mail/Express 26550,Mail/Express,1,NDLS,New Delhi,MAS,Chennai Central,6,NDLS|BBS|KYN|CBE|MAS|MAS,NDLS_BBS_1321;BBS_KYN_6337;KYN_CBE_8136;CBE_MAS_6737;MAS_MAS_4554,68;170;256;264;283,1041,2025-09-30 00:12,2025-09-30 14:04,2025-09-30 00:36,2025-09-30 14:49,24,45,between_NDLS_BBS_1321,293,61,MAS_MAS_4554|CBE_MAS_6737|BBS_KYN_6337,1,8,3,2,False,False,Electric,109,10,RAKE_6917,CRW_80304,False,10.2,"{'3A': 8, 'SL': 10, '2A': 2}",1008,Cancelled,False,2025-09-10 18:05:31
